Key;PET::GLCM::cm.auto.corr;PET::GLCM::cm.clust.prom;PET::GLCM::cm.clust.shade;PET::GLCM::cm.contrast;PET::GLCM::cm.corr;PET::GLCM::cm.diff.avg;PET::GLCM::cm.diff.entr;PET::GLCM::cm.diff.var;PET::GLCM::cm.dissimilarity;PET::GLCM::cm.energy;PET::GLCM::cm.info.corr.1;PET::GLCM::cm.info.corr.2;PET::GLCM::cm.inv.diff;PET::GLCM::cm.inv.diff.mom;PET::GLCM::cm.inv.diff.mom.norm;PET::GLCM::cm.inv.diff.norm;PET::GLCM::cm.inv.var;PET::GLCM::cm.joint.avg;PET::GLCM::cm.joint.entr;PET::GLCM::cm.joint.max;PET::GLCM::cm.joint.var;PET::GLCM::cm.sum.avg;PET::GLCM::cm.sum.entr;PET::GLCM::cm.sum.var;PET::GLDZM::dzm.gl.var;PET::GLDZM::dzm.glnu;PET::GLDZM::dzm.glnu.norm;PET::GLDZM::dzm.hgze;PET::GLDZM::dzm.lde;PET::GLDZM::dzm.ldhge;PET::GLDZM::dzm.ldlge;PET::GLDZM::dzm.lgze;PET::GLDZM::dzm.sde;PET::GLDZM::dzm.sdhge;PET::GLDZM::dzm.sdlge;PET::GLDZM::dzm.z.perc;PET::GLDZM::dzm.zd.entr;PET::GLDZM::dzm.zd.var;PET::GLDZM::dzm.zdnu;PET::GLDZM::dzm.zdnu.norm;PET::GLRLM::rlm.gl.var;PET::GLRLM::rlm.glnu;PET::GLRLM::rlm.glnu.norm;PET::GLRLM::rlm.hgre;PET::GLRLM::rlm.lgre;PET::GLRLM::rlm.lre;PET::GLRLM::rlm.lrhge;PET::GLRLM::rlm.lrlge;PET::GLRLM::rlm.r.perc;PET::GLRLM::rlm.rl.entr;PET::GLRLM::rlm.rl.var;PET::GLRLM::rlm.rlnu;PET::GLRLM::rlm.rlnu.norm;PET::GLRLM::rlm.sre;PET::GLRLM::rlm.srhge;PET::GLRLM::rlm.srlge;PET::GLSZM::szm.gl.var;PET::GLSZM::szm.glnu;PET::GLSZM::szm.glnu.norm;PET::GLSZM::szm.hgze;PET::GLSZM::szm.lgze;PET::GLSZM::szm.lze;PET::GLSZM::szm.lzhge;PET::GLSZM::szm.lzlge;PET::GLSZM::szm.sze;PET::GLSZM::szm.szhge;PET::GLSZM::szm.szlge;PET::GLSZM::szm.z.perc;PET::GLSZM::szm.zs.entr;PET::GLSZM::szm.zs.var;PET::GLSZM::szm.zsnu;PET::GLSZM::szm.zsnu.norm;PET::Histogram::ih.cov;PET::Histogram::ih.entropy;PET::Histogram::ih.kurt;PET::Histogram::ih.mad;PET::Histogram::ih.max;PET::Histogram::ih.max.grad;PET::Histogram::ih.max.grad.gl;PET::Histogram::ih.mean;PET::Histogram::ih.medad;PET::Histogram::ih.median;PET::Histogram::ih.min;PET::Histogram::ih.min.grad;PET::Histogram::ih.min.grad.gl;PET::Histogram::ih.mode;PET::Histogram::ih.qcod;PET::Histogram::ih.rmad;PET::Histogram::ih.skew;PET::Histogram::ih.uniformity;PET::Histogram::ih.var;PET::IVHistogram::ivh.I10;PET::IVHistogram::ivh.I10minusI90;PET::IVHistogram::ivh.I90;PET::IVHistogram::ivh.V10;PET::IVHistogram::ivh.V10minusV90;PET::IVHistogram::ivh.V90;PET::Intensity::loc.peak.global;PET::Intensity::loc.peak.local;PET::Intensity::stat.P10;PET::Intensity::stat.P90;PET::Intensity::stat.cov;PET::Intensity::stat.energy;PET::Intensity::stat.iqr;PET::Intensity::stat.kurt;PET::Intensity::stat.mad;PET::Intensity::stat.max;PET::Intensity::stat.mean;PET::Intensity::stat.medad;PET::Intensity::stat.median;PET::Intensity::stat.min;PET::Intensity::stat.qcod;PET::Intensity::stat.range;PET::Intensity::stat.rmad;PET::Intensity::stat.rms;PET::Intensity::stat.skew;PET::Intensity::stat.sum;PET::Intensity::stat.var;PET::Morphological::morph.a.dens.aabb;PET::Morphological::morph.approx.vol;PET::Morphological::morph.area;PET::Morphological::morph.asphericity;PET::Morphological::morph.av;PET::Morphological::morph.com;PET::Morphological::morph.comp.1;PET::Morphological::morph.comp.2;PET::Morphological::morph.sph.dispr;PET::Morphological::morph.sphericity;PET::Morphological::morph.v.dens.aabb;PET::Morphological::morph.vol;PET::NGLDM::ngl.dc.dcnu;PET::NGLDM::ngl.dc.dcnu.norm;PET::NGLDM::ngl.dc.energy;PET::NGLDM::ngl.dc.entr;PET::NGLDM::ngl.dc.perc;PET::NGLDM::ngl.dc.var;PET::NGLDM::ngl.gl.var;PET::NGLDM::ngl.glnu;PET::NGLDM::ngl.glnu.norm;PET::NGLDM::ngl.hde;PET::NGLDM::ngl.hdhge;PET::NGLDM::ngl.hdlge;PET::NGLDM::ngl.hgce;PET::NGLDM::ngl.lde;PET::NGLDM::ngl.ldhge;PET::NGLDM::ngl.ldlge;PET::NGLDM::ngl.lgce;PET::NGTDM::ngt.busyness;PET::NGTDM::ngt.coarseness;PET::NGTDM::ngt.contrast;PET::NGTDM::ngt.strength;PET::NGTDM::ntg.complexity
11;895.4376857;981323.5717;5902.281108;49.13824619;0.846223607;5.167020078;3.901122122;22.44014846;5.167020078;0.001375802;-0.181215716;0.932059498;0.301032592;0.214661667;0.993234801;0.944538861;0.201151372;27.57235981;10.18981594;0.00658155;159.7717477;55.14471963;6.565254074;589.9487446;175.8799195;1.002314815;0.001160087;1003.053076;6.996527778;11517.60016;0.009389518;0.003348295;0.460899884;244.0629739;0.002600121;0.346570397;9.754887502;1.675603084;216.6435185;0.250744813;162.7967069;13.03128761;0.000402089;927.8345485;0.003738882;1;927.8345485;0.003738882;1;11.28126043;2.38E-28;32409;1;1;927.8345485;0.003738882;170.7823226;19.14583333;0.022159529;912.8402778;0.00546224;26.46180556;18294.12963;0.156196932;0.554259643;515.5982419;0.003160767;0.346570397;7.562942062;18.13617635;259.1689815;0.299964099;0.480734673;5.572125361;-0.03521112;24.77026318;66.28311157;20.5;23.10678809;26.15322907;9.777042373;26.07025546;2.106787682;-15;27.1067875;0.106276341;5.738568321;0.333030341;0.502387991;0.024871083;158.074395;46.37552744;35.45000053;10.92552692;0.935820297;0.924989972;0.010830325;2.668816848;2.668816848;0.545175612;2.31409955;0.461297763;5782.72897;0.779511452;-0.031614559;0.49691961;3.343633652;1.38296589;1.27668955;0.106276341;0.106276341;0.289480527;3.237357311;0.333030341;1.523018854;0.502821911;3447.733965;0.406991776;0.860877379;19944;4187.307571;0.182703013;0.211384097;1.017899464;0.041246331;0.604467409;1.182703013;0.845520802;0.879305753;19809;0;0;0.000402089;11.28126043;1;2.38E-28;162.7967057;1.002406739;0.000402089;1;927.8345444;0.003738882;927.8345444;1;927.8345444;0.003738882;0.003738882;0.085154431;0.008027692;0.174727076;12.59442573;3854.382159
12;398.8326363;196027.9919;2149.327059;13.0098653;0.883878713;2.573435851;2.990630576;6.387293086;2.573435851;0.004726218;-0.235555382;0.947349583;0.433143574;0.358880071;0.997303978;0.965184252;0.330204867;18.690081;8.530309622;0.017323339;56.01843411;37.380162;5.800454224;211.0638711;96.02780788;1;0.001166861;712.5733001;12.11085181;15754.10652;0.014138315;0.002563598;0.492448189;193.3219977;0.001818853;0.12320299;9.743151394;4.183046066;213.3897316;0.248996186;58.343494;13.646636;0.000150912;655.4869974;0.002336326;1;655.4869974;0.002336326;1;12.71447999;6.07E-27;90428;1;1;655.4869974;0.002336326;92.93259591;29.37339557;0.034274674;433.9101517;0.009695851;585.5682614;232161.7561;2.251342702;0.341287498;145.4131723;0.003350182;0.12320299;7.90275066;519.6876727;132.0828471;0.154122342;0.414563775;4.834486748;1.403311891;16.86831187;56.17112732;109;22.94339427;18.09013788;5.650702208;24.26036073;6.943394661;-79;25.94339397;0.351168424;3.778227983;0.187749548;0.683587398;0.043302045;56.24273785;32.97336876;18.40000027;14.57336849;0.959890742;0.955577918;0.004312823;2.419765941;2.40825408;0.727333724;1.646852732;0.312576887;11398.91914;0.455806315;1.38883593;0.285823793;2.84090519;1.221826007;0.870657583;0.351168424;0.351168424;0.19108727;2.489736766;0.187749548;1.280124029;0.680511034;8499.021706;0.145858738;0.74843051;55648;8693.76881;0.236381558;0.156801756;0.717089825;0.038589584;0.529105705;1.236381558;0.808811805;0.675491391;55444.33333;0;0;0.000150912;12.71447999;1;6.07E-27;58.34349361;1.049741231;0.000150912;1;655.4869925;0.002336326;655.4869925;1;655.4869925;0.002336326;0.002336326;0.242746767;0.003081439;0.058875134;3.609918689;1463.445353
13;299.959556;13431.83109;-85.42144487;4.297372757;0.868066347;1.47438013;2.304695799;2.123575926;1.47438013;0.012240426;-0.264470237;0.938946241;0.546305563;0.49468161;0.998536493;0.974069787;0.421894148;16.90627461;7.001489476;0.031513687;16.28611298;33.81254922;4.984148447;60.84707917;37.9488381;1.003430532;0.00172115;530.7509596;6.583190395;4912.956212;0.010884309;0.00263195;0.732884219;331.9348174;0.002177943;0.036648227;9.183921541;2.997266755;293.1200686;0.502778848;17.82380287;15.66640232;7.58E-05;574.1719217;0.002034782;1.000058027;574.2020074;0.002034897;0.999980658;13.76417368;1.93E-05;206792.0002;0.999961316;0.999985493;574.1644003;0.002034754;36.41026405;30.39965695;0.052143494;270.8730703;0.011158589;20247.41681;6337828.407;69.77924999;0.333494611;89.28903271;0.003545898;0.036648227;7.517278083;19502.86701;75.7787307;0.12998067;0.247215546;4.061069615;0.707956641;15.49018646;41.71266556;212;18.39792449;16.66953725;3.242219461;23.5506756;7.397923946;-378.5;27.39792464;0.375810266;2.27369093;0.113113116;-0.232989193;0.072068253;16.98238348;28.51620551;10.40000015;18.11620536;0.993399547;0.991890873;0.001508675;1.789454768;1.758865034;0.905585527;1.423938036;0.178988035;22834.77495;0.273103118;0.724579553;0.165257181;2.118979216;1.179350791;0.803540525;0.375810266;0.375810266;0.115502185;1.74316895;0.113113116;1.198093127;-0.233304742;18761.11238;0.044558853;0.652749898;127264;17420.58927;0.426315022;0.137251769;0.622798806;0.031144093;0.344630438;1.426315022;0.701107388;0.440269222;126924.3333;0;0;7.57E-05;13.76428296;1;0.000502639;17.82354076;1.205179784;7.58E-05;1.001508675;574.9530516;0.002037765;574.1708391;0.999622831;573.9752859;0.002034035;0.002034781;0.738666549;0.001288516;0.021856178;0.692339868;413.5151785
14;857.2487109;777669.4175;7499.004485;17.14823722;0.882312714;2.683882003;3.036503005;9.945014342;2.683882003;0.004988256;-0.24674976;0.954372282;0.434995729;0.362312479;0.99850378;0.976057291;0.336947967;28.15968223;8.58745849;0.017701486;72.85509649;56.31936445;5.869078581;274.2721487;213.1964137;1;0.000961538;879.1457536;18.31346154;34056.92873;0.155652775;0.137447007;0.428036845;148.8495944;0.136159315;0.130309485;10.02236781;6.384408284;205.5846154;0.197677515;72.77265106;13.30875847;0.000128276;640.269103;0.040873867;1.000057831;640.32342;0.040873929;0.999980723;12.93883832;1.93E-05;103747.0001;0.999961447;0.999985542;640.2555238;0.040873852;211.2129307;26.10192308;0.025098003;1082.825;0.003960107;605.4625;486768.8923;0.817492522;0.429906473;540.3085948;0.002568864;0.130309485;8.23392614;546.5716346;199.5480769;0.191873151;0.307683079;4.904168777;7.779687948;26.37535472;83.1174469;84;22.06683707;27.5664705;5.74378246;23.48297191;-2.933164597;-98.5;27.06683514;-0.147030324;3.457384871;0.172588416;1.626743199;0.044032642;71.93985449;32.10939409;17.45000026;14.65939383;0.990602681;0.989224408;0.001378273;3.087911306;3.023603056;0.732268095;1.605371952;0.358095318;12775.08459;0.402684152;7.791134545;0.288229677;4.166416645;1.191115787;1.338146111;-0.147030324;-0.147030324;0.173307841;4.313446969;0.172588416;1.265182677;1.62895472;9506.295095;0.181930388;0.72805228;63848;9691.831945;0.257398346;0.152311458;0.83370433;0.03762613;0.503015475;1.257398346;0.795292918;0.617543349;63631.66667;0;0;0.00012828;12.93870328;1;0.000500939;72.77215322;1.023806541;0.00012828;1.001503571;641.6870775;0.040874706;640.2748634;0.999624107;639.9218099;0.040872701;0.040873102;0.132806854;0.00271752;0.02801005;14.25317977;4386.345522
15;347.909711;26199.01286;-279.7863915;9.054660976;0.822356682;2.307799679;2.786227111;3.728721749;2.307799679;0.00695881;-0.194652294;0.902477612;0.432433483;0.35438532;0.996420696;0.957139946;0.338478872;18.08180135;7.81171579;0.025491441;25.48550961;36.16360269;5.270880906;92.88737747;40.51298222;1;0.004329004;466.5993607;2.67965368;1839.962147;0.005724417;0.003282822;0.788119288;312.1567755;0.00292205;0.157464213;7.851749041;0.651187197;134.030303;0.580217762;27.82008546;13.08662821;0.000686242;586.8394141;0.002205883;1.000157315;586.9508562;0.002206105;0.999947564;10.51220477;5.24E-05;19068.0001;0.999895129;0.999960671;586.8115536;0.002205827;40.2240213;10.74891775;0.046532111;250.4112554;0.015994834;278.9307359;102075.2554;0.879191848;0.418448788;86.13665457;0.008569401;0.157464213;6.685288318;238.5999886;42.14285714;0.182436611;0.299531169;4.368366473;0.027485083;16.27793534;37.01837921;34.5;22.00685892;17.46012263;4.095048398;24.18928104;7.006858349;-32;27.00685833;0.35054493;2.613943535;0.139334912;-0.339605215;0.058886505;27.35134081;29.96089883;13.90000021;16.06089862;0.993865031;0.973415133;0.020449898;1.601016285;1.584934626;0.800697923;1.494928479;0.2230772;2152.256977;0.31234026;0.014199481;0.205940601;1.851986289;1.182187285;0.831642356;0.35054493;0.35054493;0.130772539;1.50144136;0.139334912;1.211245022;-0.338635588;1734.268747;0.069547726;0.890044515;11736;2983.429216;0.202824282;0.256845285;0.494656796;0.040215697;0.574636806;1.202824282;0.831376632;0.916640362;11615.66667;0;0;0.00068631;10.51183652;1;0.001361468;27.81908968;1.006816633;0.00068631;1.00408998;589.7431247;0.002211614;586.845784;0.998977505;586.1214488;0.002204398;0.002205841;0.098670372;0.013264202;0.062594366;4.338310819;394.4211327
16;226.473455;16882.58052;-419.4224834;6.023216614;0.857014721;1.762233624;2.511957145;2.917749361;1.762233624;0.010483211;-0.233847993;0.924344075;0.50651052;0.44551221;0.997067984;0.963534116;0.39371506;14.43685226;7.276797033;0.032701027;21.06236616;28.87370453;5.064956189;78.22624804;21.00147917;1;0.003984064;448.8455314;3.693227092;2323.135723;0.00724949;0.002740801;0.757223329;296.5788751;0.002292496;0.073607038;7.971543554;1.191536642;133.9083665;0.533499468;22.34667705;13.48713032;0.000304251;536.0999161;0.002316133;1.000067676;536.1487948;0.002316226;0.999977442;11.69854223;2.26E-05;44327.00005;0.999954884;0.999983081;536.0876965;0.002316109;20.49897682;18.33864542;0.073062332;166.5139442;0.020490198;1928.414343;505089.0598;10.94754474;0.330131343;46.6954645;0.01205648;0.073607038;6.641537882;1743.844308;35.44621514;0.141219981;0.330637496;4.148707184;-0.37566709;12.91712877;34.4596138;81;22.27385751;14.05043979;3.718501752;23.52776403;9.273859024;-89.5;26.27385751;0.468039989;2.809358459;0.137172651;-0.505791052;0.066639948;21.58162004;28.06079993;12.70000019;15.36079974;0.987390029;0.980938416;0.006451613;1.481877069;1.468767379;0.767446637;1.400883317;0.208557759;4570.287675;0.322983384;-0.381429213;0.192655606;1.739133358;1.133311027;0.665271037;0.468039989;0.468039989;0.14178479;1.271093369;0.137172651;1.157696124;-0.512028697;3864.590602;0.055866432;0.786373318;27280;5441.703362;0.246602063;0.200655245;0.868168754;0.038115982;0.516198189;1.246602063;0.802180608;0.744391378;27119.66667;0;0;0.000304263;11.6983845;1;0.000586166;22.34657197;1.037536657;0.000304263;1.001759531;537.3749271;0.002318548;536.1041101;0.999560117;535.7864059;0.002315503;0.002316112;0.327273952;0.005089966;0.065564531;1.210010014;262.8806993
17;925.6001119;287095.8984;3313.496881;11.19841378;0.897560995;2.319859863;2.864418874;5.816663847;2.319859863;0.005585135;-0.253001629;0.955015614;0.457912144;0.388362728;0.998660071;0.975759597;0.352402981;29.6064243;8.393279395;0.017485809;54.65893459;59.21284859;5.760221501;207.4373246;119.935266;1.010661649;0.000316921;649.9123433;20.87613672;30486.24196;0.037679673;0.017839296;0.448636977;128.8614445;0.016755478;0.10112894;11.63637976;8.847920803;652.2982126;0.204546319;56.64372549;15.79082759;3.85E-05;619.1125493;1.609331311;1.000124413;619.1840416;1.609331562;0.999958531;14.74127983;4.15E-05;409891.0014;0.999917061;0.999968897;619.0946762;1.609331248;118.6332056;98.00783945;0.030733095;922.5841957;0.002304507;5097.023518;4531085.098;5.939114846;0.401994266;375.4822969;0.001164466;0.10112894;8.358766133;4999.243533;563.7061775;0.176765813;0.257588242;4.833520882;3.409738175;27.86843812;66.50617218;304;20.49009434;29.05425898;5.380942857;23.29598298;-4.509905815;-315.5;25.49009307;-0.225676745;3.368693894;0.166384468;0.988902642;0.045432904;56.01078721;32.13646571;17.00000025;15.13646546;0.998985222;0.996448278;0.002536944;2.999557875;2.969700608;0.756077528;1.605309963;0.317337402;48807.59356;0.39243412;3.43278865;0.269910059;3.327984571;1.18582086;1.411497605;-0.225676745;-0.225676745;0.16857023;3.553661317;0.166384468;1.24409678;0.993186755;37393.67499;0.141605687;0.780389263;252272;29948.21834;0.552251117;0.118845752;1.221598016;0.027431901;0.26737085;1.552251117;0.64422566;0.493081645;251992.3333;0;0;3.85E-05;14.74141884;1;0.001077039;56.64227312;1.214815754;3.85E-05;1.003234604;620.9694244;1.609271123;619.1107009;0.999191349;618.64602;1.609262944;1.60926458;0.637154439;0.000679835;0.027286697;1.975777894;2870.725226
18;901.6643129;12058778.2;90114.11073;38.61976112;0.93705934;3.795106023;3.479021816;24.21693152;3.795106023;0.003257776;-0.27362866;0.97585576;0.396491162;0.322839781;0.998014136;0.974306626;0.299346575;24.78263881;9.59848883;0.011861222;306.7950126;49.56527762;6.544477909;1188.560289;582.9345336;1.002735978;0.000457244;2587.513027;27.10487916;116452.4199;0.012423444;0.001094907;0.242138333;166.269711;0.000599302;0.17529976;11.0986901;6.456910008;275.3894209;0.125576571;298.8905627;13.91517857;8.56E-05;1327.751103;0.001599321;1.000110685;1327.828536;0.001599488;0.999963106;13.5418624;3.69E-05;162612.0004;0.999926213;0.999972329;1327.731745;0.001599279;572.2565058;33.34017328;0.015202997;1889.618787;0.003876685;495.6580027;170073.5052;1.941062536;0.492782145;1115.292813;0.001190551;0.17529976;8.654250896;463.1165085;543.9119927;0.248021884;0.721629623;5.505193949;6.253236591;22.12419534;127.1933823;95;19.07517709;23.72797747;10.51034517;26.66760088;9.075178146;-97.5;29.07517813;0.456456751;4.535815531;0.304564289;2.311981685;0.031960784;293.1906712;53.07913553;34.75000052;18.32913501;0.803996803;0.801199041;0.002797762;5.523748219;5.523748219;0.91482985;2.651509762;0.538981514;41524.69193;0.655057788;6.254726652;0.587534806;6.397480965;1.603782129;1.147325378;0.456456751;0.456456751;0.228139179;5.941024214;0.304564289;1.821900079;2.312640229;20063.31443;0.747202781;0.68669106;100080;13135.02659;0.26228201;0.131596791;2.901170274;0.037407983;0.497199658;1.26228201;0.792215996;0.560115975;99812.66667;0;0;8.56E-05;13.54160561;1;0.000958312;298.8811033;1.070503597;8.56E-05;1.002877698;1329.7411;0.001603655;1327.72792;0.999280576;1327.224625;0.001598233;0.001599318;0.1032073;0.002250969;0.065338713;33.56074592;11720.80566
19;380.9466465;53145.38627;-921.6233089;9.937678919;0.852508897;2.147044575;2.767143463;5.327878406;2.147044575;0.007935736;-0.23464235;0.936321336;0.478303249;0.414210216;0.996407875;0.961962872;0.375880777;18.76769561;7.873895427;0.02932746;33.68907931;37.53539122;5.409868755;124.8186383;36.4233236;1;0.001718213;420.4695551;5.843642612;3865.214762;0.012542122;0.003671037;0.587163607;191.0958057;0.002694957;0.101623887;9.184875343;1.767684014;194.5429553;0.334266246;36.99982932;13.5120015;0.000181493;614.3952806;0.002420934;1.000080592;614.4468685;0.002421063;0.999973137;12.44450688;2.69E-05;74445.00011;0.999946273;0.999979852;614.3823836;0.002420902;35.51567664;28.58419244;0.049113733;226.6391753;0.018617539;1808.458763;751582.1856;5.423168723;0.389613309;76.76145219;0.008939321;0.101623887;7.118570589;1711.629129;100.652921;0.172943163;0.329935007;4.503796398;0.192160602;17.00109515;38.6493187;115.5;22.58357388;18.20254949;4.560759221;24.89732941;6.583573818;-99.5;26.58357447;0.33026433;2.723982446;0.149943104;-0.633989429;0.054722547;36.06793159;31.20528687;16.55000025;14.65528662;0.972760608;0.962283918;0.010476689;1.76864412;1.746935433;0.730615377;1.557356715;0.253138126;8796.614514;0.334594369;0.189676598;0.232671488;1.938839197;1.201454341;0.871190011;0.33026433;0.33026433;0.136648309;1.608574867;0.149943104;1.239350621;-0.638723821;6880.729009;0.09249743;0.747042104;45816;7572.018771;0.226245705;0.165953568;0.790434746;0.03906903;0.542334837;1.226245705;0.81549725;0.667066277;45627.33333;0;0;0.000181502;12.4443191;1;0.000697958;36.99897075;1.039462197;0.000181502;1.002095338;615.7372166;0.00242426;614.3959666;0.999476166;614.0606541;0.002420075;0.002420912;0.378416464;0.003362683;0.085858004;1.167819365;449.3544041
20;1028.962722;663543.5874;6807.465387;18.14697653;0.924252715;2.83478361;3.12160074;10.11097851;2.83478361;0.002849936;-0.279373764;0.975171195;0.427696182;0.354570994;0.99748103;0.968549717;0.325768049;30.30263856;9.284788105;0.010363969;119.7863174;60.60527712;6.360913529;460.9982931;143.2180265;1.012014134;0.000357602;939.0760561;14.8540636;24826.81629;0.0142778;0.003061466;0.383130258;163.6176248;0.002281026;0.135348415;11.4644662;4.647957772;522.4939929;0.184626853;126.1988445;14.31355243;5.27E-05;1051.369516;0.001864968;1.000066222;1051.444957;0.001865042;0.999977926;14.25381522;2.21E-05;271799.0003;0.999955853;0.999983444;1051.350656;0.001864949;138.7822116;70.93992933;0.025067113;883.5706714;0.00378422;1117.162898;1028117.496;1.473958472;0.465990702;413.1965822;0.002256714;0.135348415;8.215151256;1062.575315;629.5272085;0.222447777;0.374980771;5.407309496;0.170274426;27.9438467;65.67070007;120.5;23.44766537;29.46468022;8.546770469;27.94553417;1.44766748;-171.5;30.44766522;0.07319966;4.617615698;0.297360895;0.679893059;0.02877236;122.0735177;47.26399385;29.40000044;17.86399341;0.993639103;0.983595581;0.010043522;3.135448927;3.098486927;0.8909145;2.362940311;0.369329457;54957.81578;0.695957422;0.170447597;0.442087747;3.32056427;1.520833521;1.447633862;0.07319966;0.07319966;0.233484494;3.24736461;0.297360895;1.62124295;0.681265542;31799.1081;0.315494104;0.732507523;167272;18500.20999;0.261725216;0.110811551;1.853648099;0.037432747;0.497858185;1.261725216;0.792565598;0.62332736;166952;0;0;5.27E-05;14.25366222;1;0.000573586;126.197638;1.101104787;5.27E-05;1.001721747;1053.332874;0.00186688;1051.37145;0.999569563;1050.881095;0.001864469;0.001864951;0.410277794;0.0013661;0.08117682;2.173435975;2354.160441
21;1040.767489;1581034.188;14346.91152;36.43148696;0.910203964;4.482262151;3.694607585;16.34081222;4.482262151;0.001312659;-0.221192141;0.959125892;0.315925846;0.227408361;0.995386127;0.953251205;0.223520913;29.25963643;10.1519533;0.004553878;202.8568769;58.51927286;6.680663846;774.9960205;186.574968;1.00811359;0.000340809;2641.742945;17.98174442;71082.66909;0.005522242;0.000511249;0.327266404;506.6696135;0.000250759;0.289602506;11.52905407;5.149945073;450.7085869;0.152369367;207.6280801;13.52390026;0.000101851;2492.095107;0.000558668;1.000022594;2492.119604;0.000558688;0.999992469;13.2784729;7.53E-06;132779;0.999984938;0.999994352;2492.088983;0.000558662;182.3419672;63.44421907;0.02144835;1065.564909;0.003146721;45.22920892;30601.75051;0.177668764;0.483979478;514.5855779;0.001753678;0.289602506;8.161873904;33.3059385;713.1555105;0.241093817;0.509118869;5.678311643;-0.239129442;25.58298317;88.49977112;62.5;28.37803251;27.97278252;11.48123627;44.13272985;20.37803268;-24;64.37803399;1.075447798;4.404985872;0.42918119;0.752453947;0.022597422;202.8195075;69.90283237;38.05000057;31.8528318;0.985999608;0.966222831;0.019776777;4.13022793;4.13022793;1.591805339;3.494230032;0.301475289;63635.37948;1.034539819;-0.239551639;0.591750018;4.452088356;2.389799355;1.364657758;1.025141597;1.025141597;0.221598154;3.426946759;0.42918119;2.496039147;0.752997916;24409.41061;0.519070466;0.613544431;81712;11573.90215;0.273550465;0.142072663;0.509855757;0.0369126;0.484118327;1.273550465;0.785206419;0.476201054;81464.66667;0;0;0.000101816;13.27868088;1;0.000195771;207.6281802;1.040336793;0.000101854;1.000587429;2492.721409;0.000559212;2492.084495;0.999853143;2491.925267;0.000558535;0.00055867;0.198555382;0.002455635;0.175553796;4.333544155;3569.527975
22;157.1833125;2722.764851;-98.33501498;3.264937171;0.800595748;1.285472904;2.141048747;1.612496602;1.285472904;0.019771697;-0.216349498;0.883363487;0.57373023;0.52873543;0.997762168;0.968247707;0.441521864;12.27310285;6.247669785;0.046906218;8.186729047;24.54620571;4.422332557;29.48197902;16.76208998;1;0.003584229;440.5491793;3.043010753;1794.868213;0.006046955;0.002670985;0.838776851;348.1497519;0.002353724;0.031973413;8.124121312;1.058850734;186.0250896;0.666756594;8.984423452;13.48478437;0.000118876;519.7656565;0.002085539;1.000052893;519.801762;0.002085617;0.999982369;13.05459253;1.76E-05;113432.0001;0.999964738;0.999986777;519.7566301;0.00208552;16.61787489;19.75268817;0.070798165;118.562724;0.023698111;18476.70968;3163573.283;116.059923;0.329338307;36.40792368;0.007577894;0.031973413;6.938166874;17498.52239;33.43727599;0.119846867;0.24441277;3.546469157;0.047371971;10.94790138;29.35775566;201.5;22.21917333;12.07792799;2.370507101;22.87320781;11.21917248;-409;26.21917392;0.564872682;1.809277238;0.085198986;-0.585456892;0.099176712;8.714303019;26.14745369;7.700000115;18.44745358;0.997707999;0.982122393;0.015585606;1.359954332;1.35610277;0.920531213;1.305571437;0.132625769;11338.75068;0.207471371;0.057814917;0.120548551;1.478129864;1.130026609;0.565153927;0.564872682;0.564872682;0.091095065;0.913257182;0.085198986;1.139921641;-0.599158356;9860.612189;0.022461211;0.69039079;69808;11874.72158;0.452420979;0.170825712;0.359589342;0.030308197;0.32637919;1.452420979;0.688505615;0.462979984;69513.66667;0;0;0.000118829;13.0547743;1;0.00045819;8.984484179;1.037359615;0.000118881;1.001375201;520.7072503;0.002087543;519.7685237;0.9996562;519.533842;0.002085025;0.002085528;1.210283159;0.001787846;0.037126946;0.258357075;113.6529697
